ICD-10	ICD-10_group	disease_control_number	disease_name
L030		20050616	ひょう疽
K293		20075031	表層性胃炎
D239		20075033	表皮のう腫
L720		20075034	表皮のう胞
T140		20075044	表皮剥離
Q825		20075045	表皮母斑
Q803		20101134	表皮融解性魚鱗癬
A499	T888	20072459	日和見感染
B487		20072460	日和見真菌症
I362		20074370	非リウマチ性三尖弁狭窄兼閉鎖不全症
I360		20074371	非リウマチ性三尖弁狭窄症
I369		20074372	非リウマチ性三尖弁障害
I361		20074373	非リウマチ性三尖弁閉鎖不全症
I342		20074374	非リウマチ性僧帽弁狭窄症
I359		20074377	非リウマチ性大動脈弁障害
R470		20095872	非流暢性失語
N341		20074534	非淋菌性尿道炎
B883		20075069	蛭寄生症
Q431		20052705	ヒルシュスプルング病
Q432		20096049	ヒルシュスプルング病類縁疾患
C131		20099305	披裂喉頭蓋ひだ下咽頭面癌
C321		20099307	披裂喉頭蓋ひだ喉頭面癌
S135		20089023	披裂軟骨脱臼
Q628		20074123	披裂尿管
R53		20074130	疲労感
H55		20074131	疲労眼振
M8439		20074132	疲労骨折
M6089		20074134	疲労性筋炎
M7289		20074136	疲労性筋膜炎
M8439		20074137	疲労性骨膜障害
F400		20061247	広場恐怖症
C185		20078716	脾弯曲部癌
N049		20075074	頻回再発型ネフローゼ症候群
D649		20075070	貧血
Q858		20075072	貧血母斑
H350		20075073	貧血網膜症
R068		20075076	頻呼吸
R35		20075077	頻尿症
I489		20075078	頻拍型心房細動
R000		20075079	頻拍症
N920		20075080	頻発月経
R000		20075082	頻脈症
I489		20099545	頻脈性心房細動
R000		20092630	頻脈性不整脈
G448		20103073	鼻・副鼻腔疾患による頭痛
Q874		20094480	ビールス症候群
S070		20080301	鼻圧挫傷
F453		20074597	鼻咽腔異常感症
D106		20074599	鼻咽腔血管線維腫
D106		20074601	鼻咽腔線維腺腫
S099		20074602	鼻咽腔天蓋部損傷
J398		20102226	鼻咽腔閉鎖機能不全
J311		20074611	鼻咽頭萎縮
T172		20074610	鼻咽頭異物
A168		20074614	鼻咽頭結核
D370		20074615	鼻咽頭腫瘍
A361		20074606	鼻咽頭ジフテリア
J392		20074605	鼻咽頭のう胞
J391		20074617	鼻咽頭膿瘍
B873	J998	20084304	鼻咽頭はえ幼虫症
J392		20074618	鼻咽頭浮腫
J391		20074621	鼻咽頭蜂巣炎
J310		20074622	鼻炎
E538		20052712	ビオチン欠乏症
E708		20103309	ビオプテリン代謝異常症
S008		20084870	鼻下擦過創
C433		20087248	鼻腔悪性黒色腫
T171		20074637	鼻腔異物
T980		20080630	鼻腔異物挿入後遺症
C300		20074638	鼻腔癌
D868		20095619	鼻腔サルコイドーシス
D385		20074639	鼻腔腫瘍
J340		20074646	鼻腔内膿瘍
J348		20074642	鼻腔内びらん
D140		20074647	鼻腔乳頭腫
J341		20074634	鼻腔のう腫
J330		20074636	鼻腔ポリープ
D140		20074649	鼻腔良性腫瘍
J343		20074633	鼻甲介肥厚症
K091		20094826	鼻口蓋管のう胞
T71		20094073	鼻口部閉塞による窒息
C414		20102786	尾骨悪性腫瘍
S0221		20085463	鼻骨開放骨折
S3221		20085521	尾骨開放骨折
S0221		20085461	鼻骨開放性粉砕骨折
S0220		20074651	鼻骨骨折
S3220		20074541	尾骨骨折
M4628		20074540	尾骨骨髄炎
D480		20097981	尾骨腫瘍
S337		20074538	尾骨ストレイン
T902		20074653	鼻骨陳旧性骨折
M5338		20074545	尾骨痛
S337		20074546	尾骨捻挫
S0220		20074655	鼻骨粉砕骨折
S300		20074548	尾骨部挫傷
S300		20080359	尾骨部打撲傷
M5338		20074550	尾骨部痛
M8408		20083733	鼻骨変形治癒骨折
D168		20102731	尾骨良性腫瘍
S012	S003	20074659	鼻根部打撲挫創
S012		20084908	鼻根部裂創
F82		20074559	微細脳機能障害
S068		20074563	微細脳損傷
K098		20074661	鼻歯槽のう胞
R040		20074665	鼻出血症
D594		20074570	微小血管障害性溶血性貧血
I208		20091806	微小血管性狭心症
G712		20074569	微小コア疾患
N050		20100260	微小糸球体変化
H504		20074571	微小斜視
N040		20074573	微小変化型ネフローゼ症候群
K098		20074666	鼻唇のう胞
O622		20074566	微弱陣痛
P036		20074567	微弱陣痛新生児
P036		20074568	微弱陣痛胎児
J310		20092271	鼻汁
R098		20095873	鼻充血
R848		20074664	鼻汁検査異常
K908		20103605	微絨毛封入体病
I610		20099047	尾状核出血
E880		20052713	ビスアルブミン血症
K102	Y438	20100680	ビスフォスフォネート関連顎骨壊死
T568		20085871	ビスマス中毒
R492		20074672	鼻声
H46		20074669	鼻性視神経炎
H470		20074670	鼻性視神経症
J348		20074673	鼻石
J340		20074586	鼻せつ
C433		20096072	鼻尖悪性黒色腫
C443		20096271	鼻尖基底細胞癌
C443		20096107	鼻尖皮膚癌
S012		20074674	鼻尖部挫創
D043		20096413	鼻尖ボーエン病
C443		20096173	鼻尖有棘細胞癌
J348		20074682	鼻前庭炎
C300		20074683	鼻前庭癌
J340		20074678	鼻前庭せつ
J341		20074679	鼻前庭のう胞
J348		20074680	鼻前庭びらん
S012		20074685	鼻前庭部挫創
L309		20074686	鼻前庭部湿疹
Q011		20074687	鼻前頭部脳瘤
A240		20074742	鼻疽
H534		20074688	鼻側半盲
E670		20052714	ビタミンＡ過剰症
E509		20052715	ビタミンＡ欠乏症
E503	H198	20052717	ビタミンＡ欠乏性角膜潰瘍
E502	H198	20052716	ビタミンＡ欠乏性角膜乾燥症
E504	H198	20052718	ビタミンＡ欠乏性角膜軟化症
E507	H588	20052719	ビタミンＡ欠乏性眼疾患
E500	H138	20052720	ビタミンＡ欠乏性結膜乾燥症
E505	H581	20052721	ビタミンＡ欠乏性夜盲
E538		20052722	ビタミンＢ１２欠乏症
D519		20052724	ビタミンＢ１２欠乏性貧血
E711		20097982	ビタミンＢ１２反応型メチルマロン酸血症
E519		20052725	ビタミンＢ１欠乏症
E530		20052726	ビタミンＢ２欠乏症
E531		20052727	ビタミンＢ６欠乏症
E672		20052728	ビタミンＢ６大量摂取症候群
E539		20052730	ビタミンＢ群欠乏症
E54		20052731	ビタミンＣ欠乏症
E54		20088227	ビタミンＣ欠乏症性歯肉炎
E833		20052732	ビタミンＤ依存症
E833		20052734	ビタミンＤ依存症Ｉ型
E833		20052733	ビタミンＤ依存症ＩＩ型
E550		20093146	ビタミンＤ依存性くる病
E673		20052735	ビタミンＤ過剰症
E559		20052737	ビタミンＤ欠乏症
E550		20093147	ビタミンＤ欠乏性くる病
M8339		20099782	ビタミンＤ欠乏性骨軟化症
E833		20052739	ビタミンＤ抵抗性くる病
E560		20052741	ビタミンＥ欠乏症
E561		20052743	ビタミンＫ欠乏症
D684		20052742	ビタミンＫ欠乏による凝固因子欠乏
E678		20052744	ビタミン過剰症
E569		20052745	ビタミン欠乏症
O211		20052746	ビタミン欠乏症を伴う妊娠悪阻
D539		20052748	ビタミン欠乏性貧血
F55		20052750	ビタミン剤乱用
L280		20084211	ビダール苔癬
J340		20074691	鼻中隔壊死
S0221		20085462	鼻中隔開放骨折
J340		20074698	鼻中隔潰瘍
C300		20074692	鼻中隔癌
S0220		20074693	鼻中隔骨折
R040		20074695	鼻中隔出血
D385		20074694	鼻中隔腫瘍
J348		20074696	鼻中隔穿孔
S031		20074697	鼻中隔脱臼
S035		20074700	鼻中隔軟骨捻挫
J348		20074701	鼻中隔軟骨膜炎
J340		20074702	鼻中隔膿瘍
J340		20074690	鼻中隔びらん
J342		20074703	鼻中隔弯曲症
G610		20101031	ビッカースタッフ脳幹脳炎
J348		20074704	鼻痛
F453		20074706	鼻内異常感
J348		20074708	鼻内癒着症
J348		20074709	鼻軟骨膜炎
R509		20074576	微熱
C433		20096073	鼻背悪性黒色腫
C443		20096273	鼻背基底細胞癌
C443		20096108	鼻背皮膚癌
D043		20096414	鼻背ボーエン病
C443		20096175	鼻背有棘細胞癌
C433		20094444	鼻部悪性黒色腫
S012		20074718	鼻部開放創
S011		20074580	眉部割創
S012		20080180	鼻部割創
S012		20080184	鼻部貫通創
S012		20080185	鼻部外傷性異物
L810		20080078	鼻部外傷性色素沈着
S003		20080076	鼻部外傷性腫脹
S003		20080077	鼻部外傷性皮下異物
C443		20096267	鼻部基底細胞癌
D170		20099874	鼻部血管脂肪腫
S002		20074581	眉部血腫
S012		20084942	鼻部咬創
S003		20084964	鼻部擦過創
S003		20074719	鼻部挫傷
S012		20074720	鼻部挫創
S012		20080179	鼻部刺創
D170		20092891	鼻部脂肪腫
D033		20099547	鼻部上皮内黒色腫
D223		20099331	鼻部青色母斑
D233		20099912	鼻部石灰化上皮腫
S003		20080178	鼻部切創
S012		20080177	鼻部創傷
T201		20091812	鼻部第１度熱傷
T202		20091816	鼻部第２度熱傷
T203		20091814	鼻部第３度熱傷
S003		20074722	鼻部打撲傷
S003		20080075	鼻部虫刺傷
S003		20080080	鼻部皮下血腫
S003		20080079	鼻部皮下出血
R220		20074723	鼻部皮下腫瘤
C443		20096105	鼻部皮膚癌
S012		20094007	鼻部皮膚欠損創
S003		20084891	鼻部皮膚剥離創
D233		20090617	鼻部皮膚良性腫瘍
D223		20092190	鼻部扁平母斑
D043		20096411	鼻部ボーエン病
D223		20092074	鼻部母斑
D223		20092172	鼻部母斑細胞母斑
D233		20101402	鼻部毛芽腫
C443		20096169	鼻部有棘細胞癌
S012		20074724	鼻部裂創
R448		20074727	鼻閉
R448		20074728	鼻閉感
J841		20050626	びまん性間質性肺炎
L400		20050623	びまん性乾癬
N044		20050625	びまん性管内増殖性糸球体腎炎ネフローゼ症候群
H603		20050621	びまん性外耳炎
J40		20050628	びまん性気管支炎
J47		20050629	びまん性気管支拡張症
J929		20100346	びまん性胸膜肥厚
G370		20050633	びまん性硬化症
M354		20050631	びまん性好酸球性筋膜炎
E049		20050632	びまん性甲状腺腫
K224		20050635	びまん性食道痙攣
L208		20050636	びまん性神経皮膚炎
S062		20101759	びまん性軸索損傷
D429		20050637	びまん性髄膜腫症
C719		20098919	びまん性星細胞腫
E030		20050638	びまん性先天性甲状腺腫
E752		20095620	びまん性体幹被角血管腫
C838		20098404	びまん性大細胞型・バーキット中間型分類不能Ｂ細胞性リンパ腫
C838		20098408	びまん性大細胞型・ホジキン中間型分類不能Ｂ細胞性リンパ腫
C833		20098359	びまん性大細胞型Ｂ細胞性リンパ腫
L659		20050640	びまん性脱毛症
E050		20050641	びまん性中毒性甲状腺腫
C459		20050642	びまん性中皮腫
S062		20050644	びまん性脳損傷
S0621		20088197	びまん性脳損傷・頭蓋内に達する開放創合併あり
S0620		20088198	びまん性脳損傷・頭蓋内に達する開放創合併なし
J180		20050645	びまん性肺炎
J841		20094559	びまん性肺胞傷害
H268		20050647	びまん性白内障
J448		20050649	びまん性汎細気管支炎
H161		20050651	びまん性表層角膜炎
N042		20050654	びまん性膜性糸球体腎炎ネフローゼ症候群
H301		20050656	びまん性脈絡膜炎
N048		20103455	びまん性メサンギウム硬化症
S011		20074583	眉毛部割創
D233		20099905	眉毛部石灰化上皮腫
S011		20084871	眉毛部裂創
A040		20075050	病原性大腸菌感染症
K137		20075052	病巣性口腔ムチン症
L985		20075051	病巣性ムチン症
R418		20075055	病態失認
M2439		20075057	病的関節脱臼
F688		20075056	病的感動性性格
M8449		20075058	病的骨折
F632		20086596	病的窃盗
N898		20075064	病的帯下
F630		20075066	病的賭博
E668		20075067	病的肥満症
F100		20075068	病的酩酊
C433		20096071	鼻翼悪性黒色腫
C443		20096269	鼻翼基底細胞癌
J340		20074732	鼻翼膿瘍
C443		20096106	鼻翼皮膚癌
S012		20074733	鼻翼部切創
S012		20074734	鼻翼部裂創
D043		20096412	鼻翼ボーエン病
C443		20096171	鼻翼有棘細胞癌
K296		20050657	びらん性胃炎
M154		20050658	びらん性関節症
K051		20050659	びらん性歯肉炎
K298		20050660	びらん性十二指腸炎
N308		20050661	びらん性膀胱炎
T886		20052756	ビリグラフィンショック
D538		20074577	微量元素欠乏性貧血
K802		20079798	ビリルビン結石
E807		20052758	ビリルビン代謝障害
R822		20052759	ビリルビン尿
H045		20074735	鼻涙管狭窄症
H045		20074736	鼻涙管結石
H045		20074737	鼻涙管閉鎖症
B650		20052761	ビルハルツ住血吸虫症
J348		20074741	鼻漏
I673		20052763	ビンスワンガー病
Q758		20094828	ビンダー症候群
T781		20087659	ピーナッツアレルギー
T780		20100760	ピーナッツによるアナフィラキシーショック
D640	K868	20100646	ピアソン症候群
Q870		20052771	ピエール・ロバン症候群
G310		20052776	ピック病
E531		20052777	ピリドキシン欠乏症
D643		20052778	ピリドキシン反応性貧血
R202		20052779	ピリピリ感
L270		20052780	ピリン疹
E744		20103299	ピルビン酸カルボキシラーゼ欠損症
D552		20052781	ピルビン酸キナーゼ欠乏性貧血
E872		20052783	ピルビン酸血症
E744		20052782	ピルビン酸欠損症
E744		20100689	ピルビン酸脱水素酵素複合体欠損症
Z894		20093975	ピロゴフ切断術後
B600		20052786	ピロプラスム症
M1129		20097530	ピロリン酸カルシウム結晶沈着症
K033		20052788	ピンク・スポット
A679		20052789	ピンタ
A671		20052792	ピンタ性角化症
A670		20052794	ピンタ性丘疹
A670		20052791	ピンタ性下疳
A671		20052795	ピンタ性紅斑
T513		20052798	フーゼル油の毒作用
E752		20095621	ファーバー病
T888		20103525	ファイバーポスト脱離
T888		20103531	ファイバーポスト破損
T888		20103537	ファイバーポスト不適合
Q870		20094829	ファイファー症候群
E752		20084068	ファブリー病
Q218		20052807	ファロー五徴症
Q213		20052808	ファロー三徴症
Q213		20052810	ファロー四徴症
E720		20080004	ファンコニー症候群
D610		20101023	ファンコニ貧血
Q380		20052812	ファンデルヴォウデ症候群
F412		20075086	不安うつ病
F411		20075089	不安緊張状態
F419		20080719	不安障害
F411		20075095	不安神経症
E10		20075098	不安定型糖尿病
I200		20075097	不安定狭心症
Q656		20075099	不安定股関節
O320		20075100	不安定胎位のための母体管理
D582		20075096	不安定ヘモグロビン症
F418		20075087	不安ヒステリー
T888		20102330	フィクスドリテーナー脱離
T888		20102326	フィクスドリテーナー破損
T888		20102328	フィクスドリテーナー不適合
B818		20052815	フィサロプテラ線虫感染症
D682		20052817	フィブリノゲン異常症
D682		20052818	フィブリノゲン欠乏症
D688		20052819	フィブリノゲン減少症
D682		20052820	フィブリン減少症
J40		20052821	フィブリン性気管支炎
K659		20052824	フィブリン性腹膜炎
N078		20103456	フィブロネクチン腎症
H161		20052825	フィラメント状角膜炎
B749		20052826	フィラリア症
B749	N518	20079345	フィラリア性乳び性陰のう水瘤
N049		20103454	フィンランド型先天性ネフローゼ症候群
R628		20075105	不育症
B069		20075216	風疹
P002		20089945	風疹ウイルス感染母体より出生した児
B060	G020	20075217	風疹髄膜炎
B068	M014	20075218	風疹性関節炎
B060	G051	20075219	風疹性髄膜脳炎
B068	J171	20075220	風疹性肺炎
B060	G051	20075221	風疹脊髄炎
B060	G051	20075222	風疹脳炎
B060	G051	20075223	風疹脳脊髄炎
R21		20075224	風疹様発疹
L720		20075210	封入性類皮腫
G724		20075211	封入体筋炎
T888		20087977	フェイスボータイププロトラクター破損
T888		20087043	フェイスボータイププロトラクター不適合
B431	G07	20052828	フェオミコーシス性脳膿瘍
F650		20052830	フェティシズム
F651		20080731	フェティシズム的服装倒錯症
T391		20052831	フェナセチン中毒
K061	Y462	20052833	フェニトイン歯肉増殖症
E701		20052834	フェニルケトン尿症
T433		20080598	フェノチアジン系抗精神病薬中毒
M0500		20052835	フェルティー症候群
H308		20052836	フォークト・小柳・原田病
H208		20052837	フォークト・小柳病
A278		20092548	フォートブラッグ熱
E740		20052839	フォーブス病
G951		20052840	フォア・アラジュアニン症候群
Q386		20101875	フォアダイス状態
H471		20052844	フォスター・ケネディー症候群
