panel_name	mondo_id	gene_symbol_list
disease of orbital region	MONDO:0002022	A2ML1 | AAAS | ABCA12 | ABCA4 | ABCB6 | ABCC6 | ABHD12 | ACO2 | ACTB | ACTG1 | ADAM9 | ADAMTS10 | ADAMTS17 | ADAMTS18 | ADAMTSL4 | ADAT3 | ADGRV1 | AFG3L2 | AGBL1 | AGBL5 | AGK | AGPS | AGRN | AHI1 | AHR | AIPL1 | AK9 | ALDH18A1 | ALDH1A3 | ALDH3A2 | ALG14 | ALG2 | ALMS1 | ALOX12B | ALOXE3 | ALPK1 | ALX4 | ANAPC1 | ANKLE2 | ANO10 | ANTXR1 | AP3B1 | AP3D1 | APC | APC2 | APOE | APTX | ARHGEF18 | ARL13B | ARL2BP | ARL3 | ARL6 | ARMC9 | ARMS2 | ARNT2 | ARR3 | ARSA | ARSB | ARSG | ARSL | ASAH1 | ASB10 | ASPH | ASPM | ASPRV1 | ATAD3A | ATCAY | ATF6 | ATG5 | ATIC | ATM | ATN1 | ATOH7 | ATP13A2 | ATP1A3 | ATP6V0A2 | ATP6V1A | ATP6V1E1 | ATP7A | ATP7B | ATP8A2 | ATXN1 | ATXN10 | ATXN2 | ATXN3 | ATXN7 | ATXN8 | ATXN8OS | B3GALNT2 | B3GALT6 | B3GLCT | B4GAT1 | B9D1 | B9D2 | BAP1 | BAZ1B | BBIP1 | BBS1 | BBS10 | BBS12 | BBS2 | BBS4 | BBS5 | BBS7 | BBS9 | BCOR | BDNF | BEAN1 | BEST1 | BFSP1 | BFSP2 | BLOC1S3 | BLOC1S6 | BMP4 | BRAF | C19orf12 | C1QTNF5 | C2 | C3 | C9 | CA2 | CA4 | CA8 | CABP4 | CACNA1A | CACNA1F | CACNA1G | CACNA2D4 | CAMTA1 | CAPN5 | CBL | CBS | CC2D2A | CCDC174 | CCDC28B | CCDC88C | CCND1 | CDH1 | CDH23 | CDH3 | CDHR1 | CDK5RAP2 | CDK6 | CENPE | CENPF | CENPJ | CEP104 | CEP120 | CEP135 | CEP152 | CEP164 | CEP290 | CEP41 | CEP55 | CEP63 | CEP78 | CERKL | CERS3 | CFAP410 | CFAP418 | CFB | CFH | CFHR1 | CFHR3 | CFI | CHAT | CHD7 | CHM | CHMP4B | CHN1 | CHRDL1 | CHRNA1 | CHRNB1 | CHRND | CHRNE | CHST6 | CIB2 | CISD2 | CIT | CLCC1 | CLCN7 | CLDN19 | CLIP2 | CLN3 | CLN5 | CLN6 | CLN8 | CLPB | CLRN1 | CNBP | CNGA1 | CNGA3 | CNGB1 | CNGB3 | COA7 | COL11A1 | COL13A1 | COL17A1 | COL18A1 | COL25A1 | COL2A1 | COL4A1 | COL4A3 | COL4A4 | COL4A5 | COL8A2 | COL9A1 | COL9A2 | COL9A3 | COLQ | COPB2 | COQ2 | COQ8A | COQ9 | COX10 | COX15 | COX7B | CP | CPAMD8 | CPLANE1 | CPSF1 | CRB1 | CREBBP | CRIM1 | CRPPA | CRX | CRYAA | CRYAB | CRYBA1 | CRYBA2 | CRYBA4 | CRYBB1 | CRYBB2 | CRYBB3 | CRYGB | CRYGC | CRYGD | CRYGS | CSPP1 | CST3 | CSTB | CTC1 | CTDP1 | CTNNA1 | CTNNB1 | CTNND1 | CTNND2 | CTNS | CTSA | CTSD | CTSF | CWF19L1 | CX3CR1 | CYLD | CYP1B1 | CYP27A1 | CYP4F22 | CYP4V2 | CYP51A1 | CYSLTR2 | DAB1 | DAG1 | DBH | DCC | DCN | DDB2 | DHCR7 | DHDDS | DHODH | DHX38 | DIAPH1 | DMD | DMPK | DNAJC5 | DNM1L | DNMBP | DNMT1 | DOCK7 | DOK7 | DOLK | DPAGT1 | DPM1 | DRAM2 | DTNBP1 | EARS2 | EBP | ECHS1 | EDA | EDA2R | EDAR | EDARADD | EDN3 | EDNRB | EEF2 | EFEMP1 | EFEMP2 | ELN | ELOVL4 | ELOVL5 | ELP1 | ELP4 | EMC1 | ENPP1 | EP300 | EPG5 | EPHA2 | ERCC1 | ERCC2 | ERCC3 | ERCC4 | ERCC5 | ERCC6 | ERCC8 | ERF | ESPN | ETHE1 | EXOSC2 | EYS | FA2H | FAM126A | FAM149B1 | FAM161A | FAR1 | FAS | FAT2 | FBLN5 | FBN1 | FBN2 | FBXL4 | FDXR | FERMT3 | FGF10 | FGF14 | FGFR1 | FGFR2 | FGFR3 | FKRP | FKTN | FLI1 | FLNA | FLRT1 | FLVCR1 | FMR1 | FOXC1 | FOXC2 | FOXE3 | FOXL2 | FOXRED1 | FRAS1 | FREM1 | FREM2 | FSCN2 | FTL | FXN | FYCO1 | FZD4 | FZD5 | GALC | GALE | GALK1 | GALM | GALNS | GALT | GBA | GBA2 | GCNT2 | GDAP2 | GDF3 | GDF6 | GFER | GFPT1 | GGCX | GIPC1 | GJA1 | GJA3 | GJA8 | GLA | GLB1 | GLS | GMPPA | GMPPB | GNA11 | GNAQ | GNAS | GNAT1 | GNAT2 | GNB1 | GNB3 | GNPAT | GNS | GORAB | GPHN | GPR143 | GPR179 | GRHL2 | GRID2 | GRIP1 | GRK1 | GRM1 | GRM6 | GRN | GSN | GTF2I | GTF2IRD1 | GUCA1A | GUCA1B | GUCY2D | GUSB | HADHA | HARS1 | HCCS | HESX1 | HEXA | HEXB | HGD | HGSNAT | HIKESHI | HK1 | HLA-A | HMCN1 | HMGB3 | HMX1 | HPS1 | HPS3 | HPS4 | HPS5 | HPS6 | HRAS | HSF4 | HSPG2 | HTRA1 | HYAL1 | HYLS1 | IARS2 | IBA57 | IDH3A | IDH3B | IDS | IDUA | IFRD1 | IFT140 | IFT172 | IFT27 | IFT43 | IFT74 | IFT88 | IGBP1 | IGFBP7 | IGSF3 | IKBKG | IMPDH1 | IMPG1 | IMPG2 | INPP5E | INPP5K | INVS | IQCB1 | IRF6 | ISCA2 | ITM2B | ITPR1 | JAG1 | KATNIP | KCNC3 | KCND3 | KCNJ13 | KCNV2 | KCTD7 | KDF1 | KDM6A | KERA | KIAA0586 | KIAA0753 | KIAA1549 | KIF11 | KIF14 | KIF1A | KIF1C | KIF21A | KIF7 | KIFBP | KIT | KITLG | KIZ | KLC2 | KLHL7 | KMT2D | KNL1 | KRAS | KRT12 | KRT3 | LAMA1 | LAMB2 | LARGE1 | LCA5 | LCAT | LEMD2 | LIG4 | LIM2 | LIMK1 | LIPN | LIPT1 | LMX1B | LOXL1 | LOXL3 | LRAT | LRIT3 | LRMDA | LRP1 | LRP12 | LRP4 | LRP5 | LRPAP1 | LRPPRC | LSS | LTBP2 | LTBP4 | LYST | LZTFL1 | LZTR1 | MAB21L2 | MAF | MAFB | MAK | MAN2B1 | MAP2K1 | MAPK1 | MAPKAPK3 | MAPT | MARS2 | MBTPS2 | MC1R | MCAT | MCOLN1 | MCPH1 | MECR | MED25 | MERTK | METTL5 | MFF | MFRP | MFSD2A | MFSD8 | MICOS13 | MID1 | MIP | MIPEP | MIR184 | MIR204 | MITF | MKKS | MKS1 | MLPH | MLXIPL | MMACHC | MME | MMP19 | MOCS1 | MOCS2 | MPDU1 | MPI | MRAS | MRE11 | MSMO1 | MT-ATP6 | MT-ATP8 | MT-CO1 | MT-CO2 | MT-CO3 | MT-CYB | MT-ND1 | MT-ND2 | MT-ND3 | MT-ND4 | MT-ND4L | MT-ND5 | MT-ND6 | MT-RNR1 | MT-TC | MT-TE | MT-TF | MT-TH | MT-TI | MT-TK | MT-TL1 | MT-TL2 | MT-TN | MT-TP | MT-TQ | MT-TS1 | MT-TS2 | MT-TV | MT-TW | MTFMT | MTPAP | MTRFR | MTTP | MUSK | MVK | MYCN | MYH2 | MYO5A | MYO7A | MYO9A | MYOC | NAA10 | NACC1 | NAGLU | NBAS | NCAPD2 | NCAPD3 | NCAPH | NDP | NDUFA10 | NDUFA12 | NDUFA13 | NDUFA2 | NDUFA4 | NDUFA9 | NDUFAF2 | NDUFAF3 | NDUFAF5 | NDUFAF6 | NDUFB11 | NDUFB8 | NDUFS1 | NDUFS2 | NDUFS3 | NDUFS4 | NDUFS7 | NDUFS8 | NDUFV1 | NDUFV2 | NEK2 | NEU1 | NF1 | NFIX | NFKBIA | NHS | NIPAL4 | NKX6-2 | NLRP1 | NMNAT1 | NOP56 | NOTCH2 | NOTCH3 | NPHP1 | NPHP3 | NPHP4 | NR2E3 | NR2F1 | NRAS | NRL | NSD1 | NSDHL | NSUN2 | NTF4 | NUP37 | NYX | OAT | OCA2 | OCRL | OFD1 | OPA1 | OPA3 | OPN1LW | OPN1MW | OPTN | OSTM1 | OTX2 | OVOL2 | P3H2 | P4HA2 | PABPN1 | PANK2 | PANK4 | PAX2 | PAX3 | PAX6 | PCARE | PCDH15 | PCNA | PCYT1A | PDE6A | PDE6B | PDE6C | PDE6D | PDE6G | PDE6H | PDHA1 | PDSS2 | PDYN | PDZD7 | PET100 | PEX1 | PEX10 | PEX11B | PEX12 | PEX13 | PEX14 | PEX16 | PEX19 | PEX2 | PEX26 | PEX3 | PEX5 | PEX6 | PEX7 | PHC1 | PHF6 | PHOX2A | PHYH | PIBF1 | PIGL | PIK3C2A | PIK3R1 | PIK3R5 | PIKFYVE | PITPNM3 | PITX2 | PITX3 | PLA2G5 | PLAA | PLD3 | PLEKHG4 | PLEKHM1 | PLK4 | PLOD1 | PLP1 | PLXND1 | PMM2 | PMPCA | PNKP | PNPLA6 | POC1B | POLA1 | POLG | POLH | POLR1B | POLR1C | POLR1D | POLR3A | POMGNT1 | POMGNT2 | POMK | POMT1 | POMT2 | PORCN | POU3F4 | PPP1CB | PPP2R2B | PPT1 | PRCD | PRDM5 | PRDX1 | PREPL | PRICKLE3 | PRIMPOL | PRKCG | PROKR2 | PROM1 | PRPF3 | PRPF31 | PRPF4 | PRPF6 | PRPF8 | PRPH2 | PRPS1 | PRSS56 | PSAP | PTPN11 | PTPN22 | PXDN | PYCR1 | PYCR2 | RAB18 | RAB27A | RAB28 | RAB3GAP1 | RAB3GAP2 | RAF1 | RAPSN | RARB | RASA2 | RAX | RAX2 | RB1 | RBP3 | RBP4 | RCBTB1 | RD3 | RDH11 | RDH12 | RDH5 | RECQL4 | REEP6 | REV3L | RFC1 | RFC2 | RGR | RGS9 | RGS9BP | RHO | RIMS1 | RIN2 | RIT1 | RLBP1 | RNF168 | RNU12 | ROBO3 | ROM1 | RP1 | RP1L1 | RP2 | RP9 | RPE65 | RPGR | RPGRIP1 | RPGRIP1L | RRAS | RRAS2 | RRM2B | RS1 | RTN4IP1 | RUBCN | RXYLT1 | RYR1 | SACS | SAG | SALL2 | SALL4 | SASS6 | SAT1 | SCAPER | SCARB2 | SCN4A | SCO2 | SCYL1 | SDCCAG8 | SDHA | SDR9C7 | SEMA3E | SEMA4A | SEMA5A | SERAC1 | SETD2 | SETX | SF3B1 | SF3B4 | SGSH | SHH | SHOC2 | SIL1 | SIPA1L3 | SIX6 | SLC16A12 | SLC18A3 | SLC19A3 | SLC24A1 | SLC24A5 | SLC25A1 | SLC25A4 | SLC2A10 | SLC30A9 | SLC33A1 | SLC38A8 | SLC39A5 | SLC45A2 | SLC4A11 | SLC5A7 | SLC7A14 | SLC9A1 | SLITRK6 | SMOC1 | SMPD1 | SNAI2 | SNAP25 | SNRNP200 | SNX10 | SNX14 | SOS1 | SOS2 | SOX10 | SOX2 | SOX3 | SOX9 | SPATA5 | SPATA7 | SPECC1L | SPG7 | SPINK5 | SPTBN2 | SRD5A3 | STIL | STN1 | STRA6 | STS | STUB1 | STXBP1 | SUCLA2 | SUFU | SULT2B1 | SUOX | SURF1 | SYNE1 | SYT1 | SYT14 | SYT2 | TACO1 | TACSTD2 | TAF13 | TAT | TBC1D20 | TBCD | TBCE | TBL2 | TBP | TCF12 | TCF4 | TCIRG1 | TCOF1 | TCTN1 | TCTN2 | TCTN3 | TDP1 | TDP2 | TDRD7 | TEAD1 | TEK | TELO2 | TENM3 | TFAP2B | TFG | TGFBI | TGM1 | TGM6 | THG1L | TIMM8A | TIMP3 | TINF2 | TKFC | TMEM107 | TMEM126A | TMEM138 | TMEM216 | TMEM231 | TMEM237 | TMEM240 | TMEM67 | TMEM98 | TNFRSF11A | TNFSF11 | TOPORS | TP63 | TPP1 | TRAF3IP1 | TRAF6 | TRAPPC11 | TRAPPC14 | TREX1 | TRIM32 | TRIM44 | TRPC3 | TRPM1 | TSPAN12 | TTBK2 | TTC19 | TTC8 | TTLL5 | TTPA | TUB | TUBA3D | TUBA8 | TUBB2B | TUBB3 | TUBB4B | TUBGCP4 | TUBGCP6 | TULP1 | TWIST1 | TWIST2 | TWNK | TYMP | TYR | TYRP1 | UBA5 | UBE3B | UBIAD1 | UCHL1 | UNC119 | UNC45B | USH1C | USH1G | USH2A | USP45 | VAMP1 | VAX1 | VCAN | VHL | VIM | VLDLR | VPS13B | VPS13D | VPS33A | VSX1 | VSX2 | VWA3B | WDFY3 | WDPCP | WDR19 | WDR36 | WDR62 | WDR73 | WDR81 | WFS1 | WHRN | WNT10A | WRN | WT1 | WWOX | XPA | XPC | XRCC1 | XYLT1 | XYLT2 | YME1L1 | ZEB1 | ZFHX4 | ZIC1 | ZNF335 | ZNF408 | ZNF423 | ZNF462 | ZNF469 | ZNF513 | ZNF592 | ZNF644 | ZNHIT3
neoplastic polyp	MONDO:0021075	APC | AXIN2 | BMPR1A | ENG | GREM1 | MSH3 | MUTYH | NTHL1 | POLD1 | POLE | PTEN | RNF43 | SMAD4 | STK11
syndactyly (disease)	MONDO:0021002	BHLHA9 | FBLN1 | FGF16 | GJA1 | HOXD13 | LMBR1 | NECTIN4 | SHH
acute necrotizing encephalopathy of childhood	MONDO:0016991	CPT2 | RANBP2
familial porphyria cutanea tarda	MONDO:0008296	HFE | UROD
torsion dystonia 6	MONDO:0011264	THAP1
short-rib thoracic dysplasia 20 with polydactyly	MONDO:0044328	INTU
pseudohypoaldosteronism	MONDO:0018638	CUL3 | KLHL3 | NR3C2 | SCNN1A | SCNN1B | SCNN1G | WNK1 | WNK4
microcephalic primordial dwarfism	MONDO:0017950	ATR | ATRIP | CDC45 | CDC6 | CDT1 | CENPE | CENPJ | CEP152 | CEP63 | COG4 | DNA2 | GMNN | GRIN1 | LARP7 | MCM5 | NIN | NSMCE2 | ORC1 | ORC4 | ORC6 | PCNT | PLK4 | RBBP8 | RNU4ATAC | RTTN | TRAIP | ZNF335
Langer mesomelic dysplasia	MONDO:0009588	SHOX
familial Mediterranean fever	MONDO:0018088	MEFV
generalized epilepsy with febrile seizures plus, type 1	MONDO:0011416	SCN1B
intellectual disability, autosomal recessive 63	MONDO:0054861	CAMK2A
Pitt-Hopkins-like syndrome	MONDO:0016377	CNTNAP2 | NRXN1
craniodiaphyseal dysplasia	MONDO:0009031	SOST
craniosynostosis 7	MONDO:0044315	SMAD6
growth retardation-mild developmental delay-chronic hepatitis syndrome	MONDO:0018317	SH2B3
progressive familial intrahepatic cholestasis type 2	MONDO:0011156	ABCB11
heart-hand syndrome	MONDO:0016432	LMNA | MYH8 | TBX5
qualitative or quantitative defects of filamin C	MONDO:0016189	FLNC
zygodactyly type 3	MONDO:0017544	HOXD13
azoospermia	MONDO:0004983	AK7 | ARMC2 | AURKC | BPY2 | BRDT | CATSPER1 | CATSPER2 | CDY1 | CDY2A | CEP112 | CFAP251 | CFAP43 | CFAP44 | CFAP58 | CFAP65 | CFAP69 | CFAP70 | DAZ1 | DAZ2 | DAZ3 | DDX3Y | DNAH1 | DNAH17 | DNAH2 | DNAH8 | DPY19L2 | DZIP1 | FANCM | FSIP2 | HSFY1 | KDM5D | KLHL10 | M1AP | MEIOB | NANOS1 | NR5A1 | PLCZ1 | PMFBP1 | PPP2R3C | PRY | PRY2 | QRICH2 | RBMY1A1 | RPS4Y2 | SEPTIN12 | SLC26A8 | SOHLH1 | SPATA16 | SPEF2 | SPINK2 | STRC | SUN5 | SYCE1 | SYCP2 | SYCP3 | TAF4B | TDRD9 | TEX11 | TEX14 | TEX15 | TSGA10 | TTC21A | TTC29 | USP9Y | VCY | XKRY | XRCC2 | ZMYND15
acute erythroleukemia, familial	MONDO:0007573	ERBB3
occult macular dystrophy	MONDO:0013316	RP1L1
Beare-Stevenson cutis gyrata syndrome	MONDO:0007412	FGFR2
glutaryl-CoA dehydrogenase deficiency	MONDO:0009281	GCDH
congenital secretory sodium diarrhea 3	MONDO:0010036	SPINT2
notochordal tumor	MONDO:0002597	TBXT
hypertrophic cardiomyopathy 2	MONDO:0007266	TNNT2
epidermodysplasia verruciformis, susceptibility to, 5	MONDO:0032667	IL7
upper thoracic spina bifida cystica	MONDO:0017075	FUZ | MTHFD1 | MTHFR | TBXT | VANGL1 | VANGL2
autosomal dominant polycystic liver disease	MONDO:0000447	ALG8 | LRP5 | PRKCSH | SEC63
hyperprolinemia type 1	MONDO:0009400	PRODH
polyendocrinopathy	MONDO:0015126	AIRE | CCND1 | CDKN1A | CDKN1B | CDKN2B | CDKN2C | ESR2 | FOXP3 | LRBA | MEN1 | NTRK1 | PDE4D | PRKAR1A | RET | SDHB | SDHC | SDHD | STAT1 | VHL
capillary malformation-arteriovenous malformation syndrome	MONDO:0012016	EPHB4 | RASA1
cerebellar ataxia, mental retardation, and dysequilibrium syndrome 3	MONDO:0013188	CA8
short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay	MONDO:0014948	ARCN1
carcinoma	MONDO:0004993	AKT1 | ALK | APC | AR | ASPSCR1 | ATM | AXIN1 | BARD1 | BRAF | BRCA1 | BRCA2 | BRD4 | BRIP1 | CASP8 | CCDC6 | CDC73 | CDH1 | CDKN2A | CHEK2 | CLTC | CTNNA1 | CTNNB1 | DICER1 | DIRC3 | DLEC1 | DNAJB1 | EGF | EHBP1 | EIF1AX | ELAC2 | EPHB2 | ERC1 | ESR1 | ESR2 | ETV6 | FHIT | FLCN | FOXE1 | GAS8-AS1 | GOLGA5 | HABP2 | HMMR | HNF1A | HNF1B | HOXB13 | HRAS | HSPBAP1 | IGF2R | IL1B | IL1RN | ING1 | INHBA | KLF6 | KLLN | KRAS | LPAR4 | MAD1L1 | MAP3K6 | MET | MINPP1 | MITF | MRE11 | MSMB | MXI1 | NBN | NCOA4 | NDUFA13 | NFKBIA | NKX2-1 | NONO | NQO2 | NRAS | NTRK1 | NTRK3 | NUTM1 | OGG1 | PALB2 | PALLD | PAX8 | PBRM1 | PCM1 | PDGFRL | PHB | PIK3CA | PPARG | PPM1D | PRCC | PRKACA | PTCH1 | PTCH2 | PTEN | RAD50 | RAD51 | RAD51C | RAD51D | RAD54L | RASA1 | RB1 | RB1CC1 | RET | RNASEL | RNF139 | RNF6 | SFPQ | SLC22A18 | SLC49A4 | SMAD4 | SMARCA4 | SMO | SRD5A2 | SRGAP1 | STK11 | TFE3 | TFEB | TFG | TGFBR2 | TMEM127 | TNFRSF10B | TP53 | TP73 | TPR | TRIM24 | TRIM27 | TRIM33 | TSC1 | TSC2 | VHL | WWOX | XRCC2 | XRCC3 | ZFHX3
X-linked myopathy with excessive autophagy	MONDO:0010684	VMA21
combined oxidative phosphorylation deficiency 43	MONDO:0030017	TIMM22
proteinuria	MONDO:0003634	CLCN5 | PIGA | PIGT
spastic cerebral palsy	MONDO:0000396	ADD3 | GAD1 | KANK1
rare tumor of salivary glands	MONDO:0017166	HMGA2 | ING1 | PLAG1 | PRKD1 | PTEN | TNFRSF10B
intellectual disability syndrome due to a DYRK1A point mutation	MONDO:0018733	DYRK1A
synpolydactyly	MONDO:0021651	FBLN1 | HOXD13
dysostosis with limb and face anomalies as a major feature	MONDO:0018236	CILK1 | DHCR7 | DHODH | EFNB1 | EFTUD2 | EVC | EVC2 | PDE4D | POLR1A | PRKAR1A | SF3B4 | TP63 | ZSWIM6
inborn mitochondrial metabolism disorder	MONDO:0004069	AARS2 | ABCB7 | ACAD9 | AFG3L2 | AGK | AIFM1 | AMPD1 | AMPD3 | ATAD3A | ATP1A3 | ATP5F1A | ATP5F1D | ATP5F1E | ATP5MK | ATPAF1 | ATPAF2 | BCS1L | BOLA3 | C1QBP | CAMKMT | CARS2 | CHCHD10 | CLPP | CNTN2 | COA3 | COA5 | COA6 | COA8 | COQ2 | COQ4 | COQ5 | COQ6 | COQ7 | COQ8A | COQ9 | COX10 | COX14 | COX15 | COX20 | COX4I1 | COX4I2 | COX5A | COX6A1 | COX6A2 | COX6B1 | COX8A | CPLX1 | CYC1 | DARS2 | DGUOK | DLAT | DLD | DNA2 | DNM1L | EARS2 | ECHS1 | ELAC2 | ERAL1 | ETFA | ETFB | ETFDH | ETHE1 | FARS2 | FASTKD2 | FBXL4 | FDX2 | FDXR | FH | FLAD1 | FOXRED1 | GATB | GATC | GFER | GFM1 | GFM2 | GLRX5 | GTPBP3 | HADHA | HADHB | HARS2 | HSD17B4 | IARS2 | IBA57 | ISCA1 | ISCA2 | ISCU | LARS2 | LIAS | LIPT1 | LONP1 | LRPPRC | LYRM4 | LYRM7 | MARCHF6 | MARS2 | MECR | MFF | MGME1 | MICOS13 | MIPEP | MPC1 | MPV17 | MRM2 | MRPL12 | MRPL3 | MRPL44 | MRPS14 | MRPS16 | MRPS2 | MRPS22 | MRPS23 | MRPS28 | MRPS34 | MRPS7 | MSTO1 | MT-ATP6 | MT-ATP8 | MT-CO1 | MT-CO2 | MT-CO3 | MT-CYB | MT-ND1 | MT-ND2 | MT-ND3 | MT-ND4 | MT-ND4L | MT-ND5 | MT-ND6 | MT-RNR1 | MT-TC | MT-TE | MT-TF | MT-TH | MT-TI | MT-TK | MT-TL1 | MT-TL2 | MT-TN | MT-TP | MT-TQ | MT-TS1 | MT-TS2 | MT-TT | MT-TV | MT-TW | MTFMT | MTO1 | MTPAP | MTRFR | NARS2 | NDUFA1 | NDUFA10 | NDUFA11 | NDUFA12 | NDUFA13 | NDUFA2 | NDUFA4 | NDUFA6 | NDUFA9 | NDUFAF1 | NDUFAF2 | NDUFAF3 | NDUFAF4 | NDUFAF5 | NDUFAF6 | NDUFAF8 | NDUFB10 | NDUFB11 | NDUFB3 | NDUFB8 | NDUFB9 | NDUFS1 | NDUFS2 | NDUFS3 | NDUFS4 | NDUFS6 | NDUFS7 | NDUFS8 | NDUFV1 | NDUFV2 | NFS1 | NFU1 | NSUN3 | NUBPL | OGDH | OPA1 | OPA3 | PDHA1 | PDHB | PDHX | PDP1 | PDSS1 | PDSS2 | PET100 | PET117 | PMPCB | PNPLA8 | PNPT1 | POLG | POLG2 | POU3F4 | PPM1B | PREPL | PRICKLE3 | PTCD3 | PUS1 | QRSL1 | RAPGEF2 | RARS2 | RMND1 | RNASEH1 | RRM2B | SAMD12 | SARS2 | SCO1 | SCO2 | SDHA | SDHAF1 | SDHB | SDHD | SERAC1 | SFXN4 | SIK1 | SLC19A3 | SLC1A2 | SLC25A10 | SLC25A12 | SLC25A21 | SLC25A22 | SLC25A26 | SLC25A3 | SLC25A32 | SLC25A4 | SLC3A1 | SPG7 | STARD7 | SUCLA2 | SUCLG1 | SURF1 | TACO1 | TAFAZZIN | TARS2 | TBC1D24 | TFAM | TFB1M | TIMM22 | TIMM8A | TIMMDC1 | TK2 | TKFC | TMEM126A | TMEM126B | TMEM70 | TNRC6A | TOP3A | TRIT1 | TRMT10C | TRMT5 | TRMU | TSFM | TTC19 | TUFM | TWNK | TXN2 | TYMP | UQCC2 | UQCC3 | UQCRB | UQCRC2 | UQCRFS1 | UQCRQ | VARS1 | VARS2 | YARS2 | YEATS2
X-linked adrenal hypoplasia congenita	MONDO:0010264	NR0B1
Burkitt lymphoma	MONDO:0007243	MYC
amyotrophic lateral sclerosis type 21	MONDO:0011632	MATR3
congenital merosin-deficient muscular dystrophy 1A	MONDO:0011925	ITGA7 | LAMA2
presynaptic congenital myasthenic syndrome	MONDO:0020345	AGRN | CHAT | COL13A1 | MYO9A | SLC18A3 | SLC25A1 | SLC5A7 | SNAP25 | SYT2 | VAMP1
synucleinopathy	MONDO:0000510	ADAR | ADH1C | ATP13A2 | ATXN2 | ATXN8OS | CHCHD2 | COQ2 | DNAJC13 | DNAJC6 | EIF4G1 | FBXO7 | GBA | GIGYF2 | GLUD2 | HTRA2 | LRRK2 | MAPT | MT-ATP6 | MT-TT | NR4A2 | NUP62 | PARK7 | PDE10A | PDE8B | PINK1 | PLA2G6 | PODXL | PRKN | SNCA | SNCAIP | SNCB | SYNJ1 | TBP | UCHL1 | VAC14 | VPS13C | VPS35
neurofibromatosis type 1	MONDO:0018975	NF1
macrocytic anemia (disease)	MONDO:0002281	ABCD4 | AMN | CBLIF | CUBN | DHFR | FTCD | HCFC1 | HPRT1 | LMBRD1 | MMACHC | MMADHC | MTR | MTRR | PRDX1 | RPS14 | SLC19A2 | SLC46A1 | TCN2 | UMPS
paternal uniparental disomy of chromosome 6	MONDO:0019921	HYMAI | PLAGL1
atrial fibrillation, familial, 10	MONDO:0013530	SCN5A
Hermansky-Pudlak syndrome 7	MONDO:0013559	DTNBP1
alveolar soft part sarcoma (disease)	MONDO:0011655	ASPSCR1 | TFE3
congenital secretory diarrhea	MONDO:0045032	EPCAM | MYO5B | SLC26A3 | SLC9A3 | SPINT2 | STX3
dyskeratosis congenita, autosomal recessive 2	MONDO:0013519	NHP2
congenital vertebral-cardiac-renal anomalies syndrome	MONDO:0020831	HAAO | KYNU | NADSYN1
congenital hypothyroidism due to developmental anomaly	MONDO:0019853	FOXE1 | NKX2-1 | PAX8 | SLC26A4 | TSHR
sudden cardiac arrest	MONDO:0007264	AKAP10
Gordon syndrome	MONDO:0007252	PIEZO2
van Maldergem syndrome 2	MONDO:0014242	FAT4
platelet-type bleeding disorder 18	MONDO:0014386	RASGRP2
Hartsfield-Bixler-Demyer syndrome	MONDO:0014196	FGFR1
leukonychia totalis	MONDO:0016557	PLCD1
Smith-Lemli-Opitz syndrome	MONDO:0010035	DHCR7
vitamin B12-responsive methylmalonic acidemia, type cblDv2	MONDO:0017685	MMADHC
